,human,mouse
KEGG_MELANOGENESIS,0.041470015,-0.010367586
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.055374848,0.25246738
KEGG_TYPE_II_DIABETES_MELLITUS,0.31455033,0.362689186
KEGG_TYPE_I_DIABETES_MELLITUS,0.237541585,0.3445683
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,0.332566738,0.124271254
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,0.250761453,0.244097972
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,0.063259201,-0.003411096
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.10655236,0.135614211
KEGG_ALZHEIMERS_DISEASE,0.044389986,0.002987418
KEGG_PARKINSONS_DISEASE,-0.003725884,-0.039307109
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.008458898,-0.071842429
KEGG_HUNTINGTONS_DISEASE,-0.016993428,-0.071555589
KEGG_PRION_DISEASES,0.049650861,0.306439696
KEGG_VIBRIO_CHOLERAE_INFECTION,0.071507698,0.007449855
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.009041754,0.030315982
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.021958525,-0.054416176
KEGG_LEISHMANIA_INFECTION,0.052407383,0.230105072
KEGG_PATHWAYS_IN_CANCER,0.018810646,0.369409384
KEGG_COLORECTAL_CANCER,-0.020227716,0.17271692
KEGG_RENAL_CELL_CARCINOMA,0.040985865,0.143973816
KEGG_PANCREATIC_CANCER,0.025611414,0.291815414
KEGG_ENDOMETRIAL_CANCER,0.022433608,0.227777123
KEGG_GLIOMA,0.007894207,0.371981809
KEGG_PROSTATE_CANCER,0.142168828,0.331273531
KEGG_THYROID_CANCER,-0.001335018,0.164586573
KEGG_BASAL_CELL_CARCINOMA,0.06464031,0.253546284
KEGG_MELANOMA,0.012295598,0.423482297
KEGG_BLADDER_CANCER,0.067748201,0.173608221
KEGG_CHRONIC_MYELOID_LEUKEMIA,-0.022940887,0.136646392
KEGG_ACUTE_MYELOID_LEUKEMIA,0.031319573,0.301283741
KEGG_SMALL_CELL_LUNG_CANCER,0.006967749,0.179309487
KEGG_NON_SMALL_CELL_LUNG_CANCER,0.027697586,0.156383552
KEGG_ASTHMA,0,0
KEGG_AUTOIMMUNE_THYROID_DISEASE,0,0
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.001310811,0.044915195
KEGG_ALLOGRAFT_REJECTION,0,0
KEGG_GRAFT_VERSUS_HOST_DISEASE,0,0
KEGG_PRIMARY_IMMUNODEFICIENCY,0.007812478,0.080204827
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.020189608,0.02992417
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.032393904,0.039355557
KEGG_DILATED_CARDIOMYOPATHY,0.023851208,-0.009048557
KEGG_VIRAL_MYOCARDITIS,0.00253704,-0.08560673
BIOCARTA_RELA_PATHWAY,0.025037451,0.183103892
BIOCARTA_NO1_PATHWAY,0.085013188,0.038788588
BIOCARTA_CSK_PATHWAY,0.069689683,-0.001667984
BIOCARTA_SRCRPTP_PATHWAY,0.005327226,0.185822561
BIOCARTA_AMI_PATHWAY,0.004485451,-0.010697581
BIOCARTA_GRANULOCYTES_PATHWAY,0,0
BIOCARTA_LYM_PATHWAY,0.002588651,0
BIOCARTA_ARAP_PATHWAY,0.083205728,0.081635715
BIOCARTA_AGR_PATHWAY,0.043470719,0.095929369
BIOCARTA_AKAP95_PATHWAY,0.044415524,0.092144205
BIOCARTA_AKT_PATHWAY,0.046359758,0.108541446
BIOCARTA_ALK_PATHWAY,0.094477283,0.234456131
BIOCARTA_AT1R_PATHWAY,0.027634809,-0.027963269
BIOCARTA_ACE2_PATHWAY,0.002588651,-0.037538785
BIOCARTA_ASBCELL_PATHWAY,0,0
BIOCARTA_DNAFRAGMENT_PATHWAY,0.032313297,0.048981984
BIOCARTA_CHEMICAL_PATHWAY,0.056741446,0.144792281
BIOCARTA_SPPA_PATHWAY,0.065202708,0.158212029
BIOCARTA_ATM_PATHWAY,-0.005164611,0.12711286
BIOCARTA_AGPCR_PATHWAY,0.072032563,0.027670796
BIOCARTA_BCELLSURVIVAL_PATHWAY,0.080886257,0.227117242
BIOCARTA_BLYMPHOCYTE_PATHWAY,0.002588651,0
BIOCARTA_BCR_PATHWAY,0.040416578,-0.012075118
BIOCARTA_BIOPEPTIDES_PATHWAY,0.030531199,0.165146259
BIOCARTA_NEUROTRANSMITTERS_PATHWAY,0,0
BIOCARTA_RANKL_PATHWAY,0.005577677,0.10773221
BIOCARTA_CACAM_PATHWAY,0.05785004,0.02557436
BIOCARTA_CDMAC_PATHWAY,0.018497521,0.201398667
BIOCARTA_CARM_ER_PATHWAY,0.074032222,0.158139712
BIOCARTA_CASPASE_PATHWAY,0.074872266,0.137112733
BIOCARTA_CBL_PATHWAY,0.022964708,0.173846336
BIOCARTA_CCR3_PATHWAY,0.08068223,0.002775956
BIOCARTA_CD40_PATHWAY,0.011587944,0.177006007
BIOCARTA_MCM_PATHWAY,0.036212915,0.031015042
BIOCARTA_G1_PATHWAY,0.07000468,0.160045665
BIOCARTA_G2_PATHWAY,0.045968296,0.014318371
BIOCARTA_CELL2CELL_PATHWAY,0.040163607,0.247012201
BIOCARTA_LAIR_PATHWAY,0.004485451,0.03559377
BIOCARTA_CERAMIDE_PATHWAY,0.069697517,0.054936907
BIOCARTA_TID_PATHWAY,0.042071436,0.133132976
BIOCARTA_CLASSIC_PATHWAY,0,0
BIOCARTA_COMP_PATHWAY,0.002588651,0.016013955
BIOCARTA_VDR_PATHWAY,0.064592267,0.186684
BIOCARTA_HDAC_PATHWAY,0.352618973,0.324064572
BIOCARTA_GCR_PATHWAY,0.084830066,-0.060108491
BIOCARTA_CTCF_PATHWAY,0.049950564,0.158183339
BIOCARTA_CTL_PATHWAY,0.004485451,0
BIOCARTA_CXCR4_PATHWAY,0.037790198,0.159644222
BIOCARTA_CELLCYCLE_PATHWAY,0.064694352,0.164345957
BIOCARTA_CFTR_PATHWAY,0.069590449,0.049599953
BIOCARTA_CYTOKINE_PATHWAY,0,0
BIOCARTA_INFLAM_PATHWAY,0.002588651,0
BIOCARTA_D4GDI_PATHWAY,0.026024429,0.069826697
BIOCARTA_DC_PATHWAY,0,0
BIOCARTA_P35ALZHEIMERS_PATHWAY,0.065494606,0.154308909
BIOCARTA_RNA_PATHWAY,-9.73E-05,0.206353022
BIOCARTA_MTA3_PATHWAY,0.011097556,-0.035051638
BIOCARTA_SKP2E2F_PATHWAY,0.016529206,0.070818764
BIOCARTA_CALCINEURIN_PATHWAY,0.049645169,0.026376998
BIOCARTA_EGF_PATHWAY,0.045746932,0.349361628
BIOCARTA_ETC_PATHWAY,0.020152277,-0.063797483
BIOCARTA_NDKDYNAMIN_PATHWAY,0.038698798,-0.049639827
BIOCARTA_EPHA4_PATHWAY,0.033441226,0.037774499
BIOCARTA_EPO_PATHWAY,0.035048573,0.133097261
BIOCARTA_ECM_PATHWAY,0.023522389,0.125273974
BIOCARTA_ERK_PATHWAY,0.103490359,0.406604777
BIOCARTA_ERYTH_PATHWAY,0.002588651,0
BIOCARTA_EPONFKB_PATHWAY,0.006541361,0.186022633
BIOCARTA_EIF_PATHWAY,0.007875906,0.106674234
BIOCARTA_EXTRINSIC_PATHWAY,0.006347157,0
BIOCARTA_FAS_PATHWAY,0.057528105,0.226083558
BIOCARTA_FCER1_PATHWAY,0.02902047,-0.008615165
BIOCARTA_FEEDER_PATHWAY,0.004390613,0.0238227
BIOCARTA_FIBRINOLYSIS_PATHWAY,0.002588651,0
BIOCARTA_FMLP_PATHWAY,0.029577065,-0.049726502
BIOCARTA_FREE_PATHWAY,0.023401379,0.10193797
BIOCARTA_GABA_PATHWAY,0.022118271,0
BIOCARTA_GATA3_PATHWAY,0.055946927,0.147464168
BIOCARTA_GLYCOLYSIS_PATHWAY,0.025686939,-0.054987225
BIOCARTA_SET_PATHWAY,0.030708053,0.090522925
BIOCARTA_GH_PATHWAY,0.123319537,0.166227783
BIOCARTA_AHSP_PATHWAY,0.028656312,0.082323078
BIOCARTA_TCAPOPTOSIS_PATHWAY,0,0
BIOCARTA_HIVNEF_PATHWAY,0.01428197,-0.088575257
BIOCARTA_SALMONELLA_PATHWAY,0.008656498,-0.075469722
BIOCARTA_MPR_PATHWAY,0.066917415,-0.00926998
BIOCARTA_HCMV_PATHWAY,0.062049202,0.190535379
BIOCARTA_P53HYPOXIA_PATHWAY,0.036819073,0.071826039
BIOCARTA_HIF_PATHWAY,0.09658938,0.180569167
BIOCARTA_IGF1_PATHWAY,0.050102696,0.416909574
BIOCARTA_IL17_PATHWAY,0.002588651,0
BIOCARTA_IL2_PATHWAY,0.027656074,0.156424033
BIOCARTA_IL3_PATHWAY,0.037960315,0.089747169
BIOCARTA_IL4_PATHWAY,0.038816597,0.198884126
BIOCARTA_IL5_PATHWAY,0,0
BIOCARTA_IL6_PATHWAY,0.031072838,0.301110783
BIOCARTA_IL10_PATHWAY,-0.01718581,0.165769874
BIOCARTA_IL12_PATHWAY,0.021823762,0.058824745
BIOCARTA_IL2RB_PATHWAY,0.045721377,0.031083757
BIOCARTA_IL22BP_PATHWAY,0.033130221,0.117367459
BIOCARTA_IL7_PATHWAY,-0.013858677,0.135359913
BIOCARTA_GSK3_PATHWAY,0.051270259,0.307942377
BIOCARTA_DEATH_PATHWAY,0.034837449,0.173188965
BIOCARTA_RACCYCD_PATHWAY,-0.033839695,0.10420607
BIOCARTA_GLEEVEC_PATHWAY,0.053903081,0.159514982
BIOCARTA_INSULIN_PATHWAY,0.200449752,0.202762569
BIOCARTA_INTEGRIN_PATHWAY,0.009806864,0.111217403
BIOCARTA_INTRINSIC_PATHWAY,0.006347157,-0.010697581
BIOCARTA_KERATINOCYTE_PATHWAY,0.001070021,0.173196477
BIOCARTA_TCRA_PATHWAY,0,0
BIOCARTA_LECTIN_PATHWAY,0,0
BIOCARTA_PYK2_PATHWAY,0.029373229,-0.015787338
BIOCARTA_EGFR_SMRTE_PATHWAY,0.04521987,0.09774381
BIOCARTA_MAPK_PATHWAY,-0.052616097,0.046528941
BIOCARTA_MCALPAIN_PATHWAY,0.053152922,0.104997486
BIOCARTA_PPARA_PATHWAY,0.283223392,0.038655874
BIOCARTA_ETS_PATHWAY,0.041166336,0.166554406
BIOCARTA_MONOCYTE_PATHWAY,-0.012458452,0.016218254
BIOCARTA_MTOR_PATHWAY,0.032100074,-0.036368543
BIOCARTA_IGF1R_PATHWAY,0.039182399,0.37480345
BIOCARTA_PITX2_PATHWAY,0.042807201,0.21684768
BIOCARTA_NGF_PATHWAY,0.033110715,0.161267616
BIOCARTA_VIP_PATHWAY,0.040032107,0.000684596
BIOCARTA_NFAT_PATHWAY,0.049389886,0.134591176
BIOCARTA_NTHI_PATHWAY,0.035662584,0.246263608
BIOCARTA_NFKB_PATHWAY,0.030860009,0.246028207
BIOCARTA_NOS1_PATHWAY,0.03856199,0.001215444
BIOCARTA_NO2IL12_PATHWAY,0.002588651,0
BIOCARTA_RARRXR_PATHWAY,0.080184772,0.191422274
BIOCARTA_NUCLEARRS_PATHWAY,0.012739733,0.015571441
BIOCARTA_ARENRF2_PATHWAY,0.058966261,0.210479775
BIOCARTA_P38MAPK_PATHWAY,-0.019794322,-0.054179671
BIOCARTA_P53_PATHWAY,0.020332262,0.065020273
BIOCARTA_PDGF_PATHWAY,0.047493106,0.349751401
BIOCARTA_CCR5_PATHWAY,0.048457908,0.043331366
BIOCARTA_PTDINS_PATHWAY,0.055245381,0.098005038
BIOCARTA_PLCE_PATHWAY,0.059672714,0.03427651
BIOCARTA_EDG1_PATHWAY,0.04479137,0.130129054
BIOCARTA_CDK5_PATHWAY,0.046875222,0.128281231
BIOCARTA_MYOSIN_PATHWAY,0.072644624,0.21148803
BIOCARTA_PLATELETAPP_PATHWAY,-0.063337035,0.022218263
BIOCARTA_PS1_PATHWAY,-0.003038981,0.179577901
BIOCARTA_PROTEASOME_PATHWAY,0.014333868,0.336458447
BIOCARTA_AKAPCENTROSOME_PATHWAY,0.04948591,0.066213841
BIOCARTA_PTEN_PATHWAY,0.102407803,0.154593764
BIOCARTA_RAB_PATHWAY,0.052228426,0.054157932
BIOCARTA_RAC1_PATHWAY,0.070455855,0.090895345
BIOCARTA_RAS_PATHWAY,-0.004548917,0.098014851
BIOCARTA_NKCELLS_PATHWAY,0.065613592,0.015781515
BIOCARTA_RB_PATHWAY,0.05069716,0.084043399
BIOCARTA_CHREBP2_PATHWAY,0.029478513,0.043096163
BIOCARTA_BAD_PATHWAY,0.062107831,0.347605345
BIOCARTA_CK1_PATHWAY,0.062645996,0.052107391
BIOCARTA_EIF2_PATHWAY,0.021044938,0.070981635
BIOCARTA_EIF4_PATHWAY,0.067073049,0.147859136
BIOCARTA_STEM_PATHWAY,0,0
BIOCARTA_P27_PATHWAY,0.037769754,0.064409707
BIOCARTA_PGC1A_PATHWAY,0.031846868,-0.013137572
BIOCARTA_PML_PATHWAY,0.04157731,0.068485517
BIOCARTA_DREAM_PATHWAY,0.03088298,0.100040872
BIOCARTA_LEPTIN_PATHWAY,0.02482402,0.102605178
BIOCARTA_RHO_PATHWAY,0.008110576,-0.018040036
BIOCARTA_AKAP13_PATHWAY,0.032924235,0.103809178
BIOCARTA_ATRBRCA_PATHWAY,0.02693274,-0.001667287
BIOCARTA_CARDIACEGF_PATHWAY,0.012684585,0.203813809
BIOCARTA_HER2_PATHWAY,0.041931618,0.284847093
BIOCARTA_ERK5_PATHWAY,0.064903149,0.138242183
BIOCARTA_MAL_PATHWAY,0.028270467,0.005347501
BIOCARTA_MEF2D_PATHWAY,0.031688158,-0.006799627
BIOCARTA_MITOCHONDRIA_PATHWAY,0.075901264,0.088499079
BIOCARTA_ACH_PATHWAY,0.050595387,0.179645651
BIOCARTA_PARKIN_PATHWAY,0.039531861,0.008992003
BIOCARTA_CDC42RAC_PATHWAY,0.005605038,-0.030947897
BIOCARTA_RANMS_PATHWAY,0.042031077,0.09287646
BIOCARTA_BARR_MAPK_PATHWAY,0.097689234,0.020690608
BIOCARTA_TOB1_PATHWAY,0.035132685,0.055939311
BIOCARTA_BARRESTIN_SRC_PATHWAY,0.096653659,0.02758733
BIOCARTA_NKT_PATHWAY,0.016913522,0
BIOCARTA_IL1R_PATHWAY,0.01441315,0.243783136
BIOCARTA_MET_PATHWAY,0.033377564,0.275845182
BIOCARTA_GPCR_PATHWAY,0.072880457,-0.03159732
BIOCARTA_IGF1MTOR_PATHWAY,0.029757897,0.364159493
BIOCARTA_SODD_PATHWAY,-0.007805276,0.105147537
BIOCARTA_SHH_PATHWAY,0.032848394,0.121950211
BIOCARTA_PTC1_PATHWAY,0.021795819,0.07738206
BIOCARTA_SPRY_PATHWAY,0.069176747,0.128730773
BIOCARTA_BARRESTIN_PATHWAY,0.067168231,0.102876041
BIOCARTA_STATHMIN_PATHWAY,0.047000204,0.101400965
BIOCARTA_HSP27_PATHWAY,0.053397428,-0.019910486
BIOCARTA_TCR_PATHWAY,0.026189751,0.004496028
BIOCARTA_TCYTOTOXIC_PATHWAY,0.002588651,0
BIOCARTA_THELPER_PATHWAY,0.002588651,0
BIOCARTA_TALL1_PATHWAY,0.036319572,0.132800613
BIOCARTA_TEL_PATHWAY,0.024604098,0.363963287
BIOCARTA_TGFB_PATHWAY,0.036971188,0.122901114
BIOCARTA_TH1TH2_PATHWAY,0.008602615,0
BIOCARTA_41BB_PATHWAY,0.020929602,0.183610794
BIOCARTA_KREB_PATHWAY,0.052666176,0.043403879
BIOCARTA_CTLA4_PATHWAY,0.015859082,0.073839363
BIOCARTA_LONGEVITY_PATHWAY,0.044278188,0.343840538
BIOCARTA_SARS_PATHWAY,0.01628861,0.05979093
BIOCARTA_PAR1_PATHWAY,0.069590195,0.154297195
BIOCARTA_STRESS_PATHWAY,0.023209196,0.19171951
BIOCARTA_TNFR1_PATHWAY,0.077841396,0.232085953
BIOCARTA_TNFR2_PATHWAY,0.027237615,0.159833757
BIOCARTA_TOLL_PATHWAY,0.035940099,0.232250157
BIOCARTA_TPO_PATHWAY,0.044263705,0.339324775
BIOCARTA_CREB_PATHWAY,0.056161758,0.015221317
